taxon_id	speciesName	order	patch_area	change_patch_area	habitat_intactness_p5	habitat_intactness_p10	habitat_intactness_p50	habitat_intactness_p90	habitat_intactness_p95	change_habitat_intactness_p5	change_habitat_intactness_p10	change_habitat_intactness_p50	change_habitat_intactness_p90	change_habitat_intactness_p95	patch_intactness_p5	patch_intactness_p10	patch_intactness_p50	patch_intactness_p90	patch_intactness_p95	change_patch_intactness_p5	change_patch_intactness_p10	change_patch_intactness_p50	change_patch_intactness_p90	change_patch_intactness_p95	habitat_breadth	range_size	gestation_length	weaning_age	realm	criterionB	rl_cat	threatened_status
16736	Petinomys hageni	Rodentia	0	0	0.001	0.001	0.004	0.016	0.065	0	0	-0.001	-0.005	-0.053											1	190	47.688	63.86	Indomalayan	0	DD	Data deficient
154196065	Kerivoula furva	Chiroptera	0.00978743	-0.000668298	0	0	0.01	0.063	0.122	0	0	-0.001	-0.005	-0.01	0.196	0.239	0.31	0.386	0.39	0	0.006	-0.001	-0.031	-0.032	2	350143	86.065	63.225	Indomalayan	0	LC	Non-threatened
120569706	Uromys vika	Rodentia	0.972222222	-0.652777778	0.307	0.309	0.317	0.356	0.357	-0.031	-0.032	-0.035	-0.039	-0.039	0.307	0.309	0.317	0.356	0.357	-0.014	-0.014	0	-0.038	-0.039	1	72			Australasia	1	CR	Threatened
92465716	Dipodomys merriami	Rodentia	0.198824591	-0.005262136	0.003	0.012	0.088	0.36	0.494	0	-0.001	-0.002	-0.006	-0.01	0.211	0.236	0.361	0.663	0.771	-0.001	-0.001	-0.002	-0.005	-0.006	2	1426227	27.849	20.406	Nearctic	0	LC	Non-threatened
136298	Chodsigoa parva	Eulipotyphla	0	0	0.002	0.005	0.009	0.03	0.034	0	-0.001	-0.001	-0.003	-0.003												71	21.882	25.387	Palearctic	0	DD	Data deficient
41296	Sylvilagus aquaticus	Lagomorpha	0.013195661	0.000478742	0	0	0.006	0.036	0.058	0	0	0.001	0.001	0.001	0.096	0.116	0.328	0.664	0.742	0.001	0.002	0.003	0.006	0.011	5	908632	37.795	17.592	Nearctic	0	LC	Non-threatened
18278	Proechimys chrysaeolus	Rodentia	2.70263E-05	0	0.001	0.001	0.01	0.047	0.067	-0.001	0	-0.001	-0.004	-0.008	0.126	0.126	0.126	0.126	0.126	-0.012	-0.012	-0.012	-0.012	-0.012	1	37001	63.916	28.61	Neotropic	0	DD	Data deficient
45958683	Pseudohydromys patriciae	Rodentia	0.372880114	-0.353979708	0.073	0.126	0.268	0.396	0.401	-0.034	-0.058	-0.125	-0.175	-0.177	0.304	0.312	0.385	0.403	0.488	-0.012	-0.014	-0.061	-0.014	-0.093	1	27301	77.713	104.373	Australasia	0	DD	Data deficient
16778	Petromyscus collinus	Rodentia	0.251680399	-0.00501767	0.024	0.036	0.139	0.48	0.615	0	-0.001	-0.004	-0.003	-0.005	0.231	0.256	0.425	0.717	0.777	0	-0.001	0.002	-0.002	-0.001	2	499435	27.631	31.729	Afrotropic	0	LC	Non-threatened
12942	Megadontomys thomasi	Rodentia	0.123538581	-0.014614186	0.006	0.02	0.139	0.289	0.377	0.001	-0.001	-0.012	-0.02	-0.014	0.217	0.255	0.355	0.423	0.429	0.029	0.005	-0.005	-0.015	-0.014	2	5132	29.719	30.158	Neotropic	1	EN	Threatened
9142	Gerbillus principulus	Rodentia	0.10968543	-0.054221854	0.032	0.055	0.145	0.235	0.252	-0.004	-0.006	-0.017	-0.027	-0.029	0.206	0.226	0.251	0.288	0.299	0.009	-0.01	-0.015	-0.024	-0.028		2416	24.257	26.809	Afrotropic	0	DD	Data deficient
41283	Lepus oiostolus	Lagomorpha	0.50486551	-0.008588172	0.013	0.027	0.296	0.962	0.987	-0.002	-0.003	-0.015	-0.001	0	0.316	0.362	0.728	0.987	0.994	-0.004	-0.007	-0.004	0	0	4	2765897	41.467	31.817	Palearctic	0	LC	Non-threatened
45954013	Apomys zambalensis	Rodentia	0.08045977	-0.052818829	0.005	0.009	0.064	0.185	0.206	-0.001	-0.001	-0.008	-0.022	-0.017	0.16	0.173	0.21	0.226	0.227	-0.009	-0.021	-0.03	-0.029	-0.028	3	3654			Indomalayan	0	LC	Non-threatened
5808	Ctenomys knighti	Rodentia	0.430315433	-0.024157317	0.026	0.044	0.198	0.451	0.485	-0.005	-0.004	-0.012	-0.014	-0.006	0.237	0.261	0.375	0.491	0.516	-0.004	-0.002	-0.004	-0.005	-0.008	1	42513	91.681	36.869	Neotropic	0	DD	Data deficient
136698	Sorex orizabae	Eulipotyphla	0.016270602	-0.001037801	0	0	0.004	0.068	0.109	0	0	0	-0.006	-0.007	0.106	0.122	0.186	0.266	0.303	-0.017	-0.013	-0.003	-0.004	-0.005	3	56851	20.261	21.568	Neotropic	0	LC	Non-threatened
6980	Phyllomys dasythrix	Rodentia	0.032512337	-0.000415435	0.001	0.002	0.019	0.102	0.151	0	0	-0.001	-0.001	-0.001	0.14	0.16	0.253	0.587	0.677	0	0	0	0.002	0.001	1	276818	90.277	37.127	Neotropic	0	LC	Non-threatened
11697	Leptonycteris nivalis	Chiroptera	0.137180797	-0.007616376	0	0.001	0.05	0.28	0.368	0	0	-0.003	-0.009	-0.009	0.191	0.222	0.328	0.517	0.585	-0.001	-0.002	-0.002	-0.002	0	4	953078	121.66	50.731	Neotropic	0	EN	Threatened
14944	Nycticeius humeralis	Chiroptera	0.016854451	7.00463E-05	0	0	0.003	0.035	0.071	0	0	0.001	0.001	0	0.113	0.144	0.32	0.665	0.738	0.001	0.001	0.001	0.005	0.008	3	2883808	98.759	29.14	Nearctic	0	LC	Non-threatened
136480	Thomasomys macrotis	Rodentia	0.399594746	-0.008035215	0.008	0.014	0.138	0.731	0.747	-0.002	-0.003	-0.016	-0.012	-0.013	0.346	0.374	0.643	0.749	0.752	0	0.002	-0.006	-0.013	-0.013	3	14312	33.149	25.049	Neotropic	0	LC	Non-threatened
14386	Neacomys guianae	Rodentia	0.861644485	-0.005737772	0.122	0.241	0.795	0.976	0.978	-0.005	-0.009	-0.008	0.001	0.002	0.398	0.481	0.848	0.977	0.979	-0.026	-0.046	-0.002	0.001	0.001	1	291228	27.444	26.491	Neotropic	0	LC	Non-threatened
136195	Rhipidomys emiliae	Rodentia	0.584254606	-0.034578877	0.034	0.06	0.344	0.961	0.995	-0.006	-0.007	-0.036	-0.024	-0.003	0.282	0.314	0.626	0.991	0.998	-0.008	-0.007	-0.006	-0.001	-0.002	4	698490	26.758	25.058	Neotropic	0	LC	Non-threatened
136333	Heteromys teleus	Rodentia	0.001053027	-0.000275793	0	0.001	0.012	0.068	0.095	0	0	-0.003	-0.009	-0.014	0.162	0.172	0.202	0.226	0.228	-0.008	-0.01	-0.018	-0.029	-0.031	2	39885	29.898	29.341	Neotropic	0	VU	Threatened
45953976	Apomys brownorum	Rodentia	0	0	0.146	0.146	0.154	0.161	0.161	-0.022	-0.022	-0.023	-0.024	-0.024											1	13			Indomalayan	0	DD	Data deficient
16028	Cratogeomys merriami	Rodentia	0.036572137	-0.002479467	0	0	0	0.044	0.109	0	0	0	0.007	0	0.082	0.142	0.209	0.322	0.339	0.003	-0.035	0.002	-0.01	-0.008	5	6453	39.188	32.537	Neotropic	0	LC	Non-threatened
45954289	Crocidura phuquocensis	Eulipotyphla	0	0	0.002	0.003	0.007	0.014	0.016	0	-0.001	-0.001	-0.001	-0.002											1	194	129.569	124.096	Indomalayan	0	DD	Data deficient
15141	Oecomys speciosus	Rodentia	0.317512918	-0.060874723	0.001	0.004	0.123	0.625	0.821	-0.001	-0.002	-0.018	-0.136	-0.283	0.273	0.299	0.526	0.934	0.951	0	0.01	-0.079	-0.349	-0.339	2	379320	30.706	25.524	Neotropic	0	LC	Non-threatened
5589	Crocidura ludia	Eulipotyphla	0.311637701	-0.117437836	0.017	0.035	0.196	0.5	0.628	-0.005	-0.009	-0.045	-0.169	-0.236	0.267	0.288	0.385	0.69	0.709	-0.011	-0.017	-0.053	-0.137	-0.06	1	499609	25.807	23.336	Afrotropic	0	LC	Non-threatened
45959040	Petaurista mishmiensis	Rodentia	0.690084191	-0.036576239	0.072	0.111	0.412	0.755	0.829	-0.006	-0.01	-0.025	-0.014	-0.013	0.297	0.322	0.504	0.802	0.851	0.003	0.001	-0.007	-0.011	-0.01	2	21380	98.852	98.298	Indomalayan	0	NT	Non-threatened
44920	Neoromicia guineensis	Chiroptera	0.116647029	-0.015501816	0.001	0.001	0.033	0.31	0.536	-0.001	0	-0.007	-0.04	-0.038	0.261	0.287	0.491	0.808	0.864	-0.002	-0.002	0.003	-0.002	-0.007	2	3604481	85.216	46.486	Afrotropic	0	LC	Non-threatened
15584	Nephelomys albigularis	Rodentia	0.126225435	-0.016466356	0.001	0.003	0.049	0.312	0.473	0	0	-0.005	-0.037	-0.052	0.253	0.275	0.425	0.674	0.726	-0.006	-0.007	-0.023	-0.006	-0.012	1	400878	28.105	26.623	Neotropic	0	LC	Non-threatened
16634	Perognathus flavescens	Rodentia	0.014910563	-0.000145636	0	0	0.013	0.063	0.1	0	0.001	-0.001	0	-0.001	0.128	0.147	0.255	0.528	0.681	-0.001	0	0.003	0.003	0.003	3	1544945	25.871	26.36	Nearctic	0	LC	Non-threatened
5587	Crocidura wimmeri	Eulipotyphla	0	0	0	0	0	0	0	0	0	0	0	0											2	35	28.745	24.202	Afrotropic	1	CR	Threatened
41587	Vulpes macrotis	Carnivora	0.181755559	-0.003999931	0.002	0.011	0.074	0.343	0.485	0	-0.001	-0.001	-0.006	-0.009	0.203	0.229	0.362	0.67	0.77	-0.001	-0.001	-0.002	-0.006	-0.006	5	1614278	53.7	47.08	Nearctic	0	LC	Non-threatened
136713	Pronolagus saundersiae	Lagomorpha	0.024067905	-0.001669395	0.002	0.005	0.038	0.117	0.149	0	-0.001	-0.001	-0.003	-0.004	0.147	0.166	0.227	0.319	0.348	0	0	-0.002	-0.002	-0.005	3	524142	39.603	30.08	Afrotropic	0	LC	Non-threatened
7672	Emballonura beccarii	Chiroptera	0.437371528	-0.129093247	0.024	0.049	0.246	0.79	0.837	-0.004	-0.01	-0.055	-0.117	-0.11	0.31	0.328	0.507	0.838	0.839	0.018	0.019	-0.038	-0.109	-0.11	3	90973	119.22	56.317	Australasia	0	LC	Non-threatened
15975	Papagomys armandvillei	Rodentia	7.30994E-05	-7.30994E-05	0.002	0.003	0.013	0.049	0.058	-0.001	-0.001	-0.002	-0.009	-0.011	0.113	0.113	0.113	0.113	0.113	-0.113	-0.113	-0.113	-0.113	-0.113	2	13680	51.321	85.431	Australasia	1	NT	Non-threatened
15617	Hylaeamys yunganus	Rodentia	0.791904235	-0.015645963	0.057	0.119	0.763	0.992	0.998	-0.008	-0.012	-0.04	-0.002	-0.001	0.371	0.457	0.852	0.994	0.998	-0.011	-0.02	-0.012	-0.001	0	2	5333900	27.798	25.848	Neotropic	0	LC	Non-threatened
14964	Nyctimene certans	Chiroptera	0.376583508	-0.147224679	0.032	0.065	0.242	0.468	0.528	-0.006	-0.015	-0.054	-0.11	-0.093	0.303	0.311	0.396	0.554	0.571	-0.006	-0.004	-0.044	-0.108	-0.038	3	213687	128.378	83.822	Australasia	0	LC	Non-threatened
47979117	Hylomyscus stella	Rodentia	0.210820981	-0.134700106	0	0	0.039	0.325	0.371	0	0	-0.011	-0.067	-0.074	0.238	0.255	0.321	0.414	0.454	0.002	0.015	-0.009	-0.041	-0.076	3	87164	29.506	24.166	Afrotropic	0	LC	Non-threatened
19369	Rattus tunneyi	Rodentia	0.520183163	-0.001807291	0.017	0.035	0.314	0.915	0.985	-0.001	0	-0.001	-0.011	-0.002	0.294	0.355	0.731	0.984	0.995	-0.001	-0.001	-0.003	-0.002	0	3	764127	22.102	22.827	Australasia	0	LC	Non-threatened
54012637	Leopardus tigrinus	Carnivora	0.607490791	-0.016776915	0.01	0.027	0.466	0.979	0.994	-0.001	-0.003	-0.043	-0.003	-0.002	0.303	0.367	0.813	0.992	0.998	-0.004	-0.006	-0.028	-0.002	-0.001	3	9432008	75.697	55.849	Neotropic	0	VU	Threatened
42627	Microtus longicaudus	Rodentia	0.404049299	-0.000883075	0.003	0.01	0.106	0.997	1	0.001	0.001	-0.001	0	0	0.284	0.405	0.891	1	1	0.001	0	-0.001	0	0	7	4016646	22.416	22.519	Nearctic	0	LC	Non-threatened
40576	Cercartetus concinnus	Diprotodontia	0.289798044	-0.000359749	0.004	0.005	0.063	0.765	0.848	0	0	0	0.001	0	0.217	0.277	0.655	0.891	0.96	-0.001	0	0.001	0	0.001	1	583741	52.14	56	Australasia	0	LC	Non-threatened
23062	Vulpes vulpes	Carnivora	0.386296449	-0.004198339	0	0.001	0.118	0.978	1	0	0	-0.004	0	-0.001	0.309	0.376	0.813	1	1	0	-0.001	0.001	0	0	11	72132571	52.352	49.71	Palearctic	0	LC	Non-threatened
19329	Rattus everetti	Rodentia	0.053686367	-0.010504577	0	0.001	0.015	0.157	0.233	0	-0.001	-0.002	-0.02	-0.029	0.179	0.203	0.306	0.433	0.458	-0.006	-0.008	-0.02	-0.031	-0.036	3	240657	26.513	26.595	Indomalayan	0	LC	Non-threatened
41477	Scaptonyx fusicaudus	Eulipotyphla	0.034080303	-0.003092526	0.001	0.002	0.019	0.128	0.189	0	0	-0.001	-0.008	-0.007	0.224	0.249	0.397	0.601	0.652	0.002	0.002	0.002	0.001	-0.002	1	895708	38.267	39.554	Palearctic	0	LC	Non-threatened
18300	Proechimys steerei	Rodentia	0.887060901	-0.013728562	0.153	0.286	0.829	0.994	0.999	-0.015	-0.031	-0.022	-0.002	-0.001	0.414	0.503	0.872	0.995	0.999	-0.016	-0.037	-0.01	-0.001	0	2	1688742	63.916	28.61	Neotropic	0	LC	Non-threatened
44165	Poiana leightoni	Carnivora	0.081275762	-0.037934131	0.001	0.003	0.047	0.223	0.261	0	-0.001	-0.012	-0.04	-0.04	0.188	0.204	0.267	0.327	0.333	0.001	-0.002	-0.002	-0.03	-0.033	1	49006	60.863	69.368	Afrotropic	0	VU	Threatened
136457	Brucepattersonius misionensis	Rodentia	0.005715296	0.000176762	0.002	0.005	0.017	0.088	0.136	0	-0.001	-0.002	-0.011	-0.02	0.127	0.133	0.173	0.227	0.232	-0.001	-0.002	-0.017	-0.003	-0.003	1	16972	26.916	21.496	Neotropic	0	DD	Data deficient
4693	Chiruromys vates	Rodentia	0.724814537	-0.004597112	0.131	0.174	0.541	0.647	0.648	-0.011	-0.022	-0.016	-0.029	-0.029	0.382	0.423	0.594	0.647	0.648	-0.013	-0.012	-0.009	-0.028	-0.029	2	101368	36.918	39.29	Australasia	0	LC	Non-threatened
40517	Thylamys elegans	Didelphimorphia	0.012952189	-0.001204204	0	0.001	0.011	0.084	0.141	0	0	-0.001	-0.004	-0.01	0.184	0.194	0.237	0.27	0.283	-0.004	-0.005	-0.008	-0.008	0	4	142833	18.315	76.234	Neotropic	0	LC	Non-threatened
5828	Ctenomys talarum	Rodentia	0.06733488	-0.00536261	0	0.002	0.017	0.14	0.22	0	0	-0.001	-0.005	-0.012	0.142	0.16	0.25	0.335	0.356	-0.003	0.003	-0.004	0.001	-0.001	2	51281	102.67	36.523	Neotropic	0	LC	Non-threatened
136238	Crocidura tanakae	Eulipotyphla	0.007314424	0.00039831	0	0	0.016	0.067	0.095	0	0	-0.002	-0.007	-0.006	0.14	0.16	0.228	0.27	0.278	0.011	0.003	0.005	0.006	0.004	3	82850	55.526	46.549	Indomalayan	0	LC	Non-threatened
13566	Miniopterus magnater	Chiroptera	0.138792615	-0.037161018	0	0.001	0.052	0.322	0.441	0	-0.001	-0.007	-0.045	-0.06	0.257	0.28	0.394	0.615	0.648	-0.005	-0.003	-0.014	-0.028	-0.03	7	3167755	100	66	Indomalayan	0	LC	Non-threatened
20476	Urocitellus townsendii	Rodentia	0.001863685	0	0	0	0.011	0.035	0.056	0	0	0	0	-0.002	0.046	0.092	0.105	0.12	0.127	0.002	-0.003	-0.001	0	0.001	2	11268	24	28.4	Nearctic	1	VU	Threatened
41781	Tragulus napu	Cetartiodactyla	0.162263599	-0.065998959	0.002	0.008	0.086	0.325	0.427	-0.001	-0.003	-0.013	-0.044	-0.051	0.265	0.282	0.346	0.596	0.658	-0.009	-0.004	0.034	-0.065	-0.107	3	1402810	153.62	86.867	Indomalayan	0	LC	Non-threatened
12349	Lophuromys cinereus	Rodentia	0	0	0.003	0.004	0.016	0.027	0.028	-0.001	-0.001	-0.004	-0.007	-0.007											2	342	31.169	27.95	Afrotropic	0	DD	Data deficient
5792	Ctenodactylus gundi	Rodentia	0.217714977	-0.028095163	0.001	0.004	0.089	0.415	0.543	0	0	-0.006	-0.03	-0.036	0.232	0.256	0.392	0.66	0.757	-0.006	-0.006	0.005	-0.032	-0.032	2	133119	74	33.081	Palearctic	0	LC	Non-threatened
20102	Selevinia betpakdalaensis	Rodentia	0.000805355	0.000155657	0.017	0.026	0.09	0.159	0.174	0	0.001	0.003	0.005	0.005	0.198	0.208	0.252	0.285	0.299	0.005	0.005	0.006	0.004	0.002	1	147761	33.252	35.572	Palearctic	0	DD	Data deficient
7674	Emballonura monticola	Chiroptera	0.135592759	-0.054858862	0	0.002	0.072	0.31	0.392	0	-0.001	-0.012	-0.052	-0.046	0.265	0.282	0.346	0.595	0.658	-0.009	-0.005	0.034	-0.064	-0.108	3	1690046	115.55	56.167	Indomalayan	0	LC	Non-threatened
42577	Neotamias ruficaudus	Rodentia	0.262291531	-0.000324886	0.001	0.004	0.07	0.565	0.719	0.001	0.003	0.001	0	-0.001	0.204	0.245	0.49	0.794	0.844	0	0	-0.001	-0.001	-0.001	2	147744	31.175	42	Nearctic	0	LC	Non-threatened
10148	Hipposideros maggietaylorae	Chiroptera	0.583670792	-0.056613432	0.034	0.071	0.333	0.635	0.646	-0.005	-0.009	-0.045	-0.021	-0.028	0.295	0.317	0.416	0.646	0.647	-0.014	-0.016	0.001	-0.028	-0.028	6	263736	101.123	71.851	Australasia	0	LC	Non-threatened
136712	Lemmus trimucronatus	Rodentia	0.95258636	-0.001643454	0.393	0.671	0.998	1	1	-0.014	-0.006	0	0	0	0.655	0.767	0.999	1	1	-0.002	-0.001	0	0	0	1	5504260	20.77	19.341	Nearctic	0	LC	Non-threatened
41633	Conepatus semistriatus	Carnivora	0.091926818	-0.015551299	0.001	0.002	0.043	0.229	0.337	-0.001	0	-0.007	-0.027	-0.036	0.203	0.228	0.35	0.605	0.698	-0.003	-0.003	-0.014	0.006	0.004	3	2024654	60.872	63.522	Neotropic	0	LC	Non-threatened
44799	Glauconycteris superba	Chiroptera	0	0	0	0	0.001	0.07	0.087	0	0	0	-0.023	-0.026											1	939	80.788	45.242	Afrotropic	0	LC	Non-threatened
4112	Centronycteris maximiliani	Chiroptera	0.693310525	-0.012902991	0.019	0.046	0.693	0.991	0.997	-0.003	-0.005	-0.036	-0.002	0	0.334	0.417	0.885	0.995	0.999	-0.005	-0.007	-0.024	-0.001	0	1	5671088	111.833	62.124	Neotropic	0	LC	Non-threatened
19832	Saiga tatarica	Cetartiodactyla	0.032831717	-0.003502192	0.018	0.027	0.091	0.177	0.207	-0.001	-0.001	0	0	0	0.223	0.241	0.329	0.484	0.561	-0.005	-0.005	-0.008	0.005	0.016	2	749245	149.422	86.257	Palearctic	0	CR	Threatened
11634	Leporillus conditor	Rodentia	0.021645022	0	0.024	0.026	0.115	0.175	0.204	0	0	0	0	0.001	0.298	0.298	0.326	0.348	0.348	0.001	0.001	0	0.002	0.002	4	693	38	36	Australasia	0	NT	Non-threatened
4245	Cercopithecus diana	Primates	0.026042158	-0.013162441	0.001	0.001	0.006	0.106	0.172	-0.001	0	-0.001	-0.017	-0.024	0.178	0.2	0.253	0.32	0.33	-0.009	-0.011	-0.003	-0.025	-0.031	1	222831	168.993	365	Afrotropic	0	EN	Threatened
41467	Mogera wogura	Eulipotyphla	0.000630776	0.000792137	0	0	0	0.005	0.008	0	0	0.001	0.001	0.001	0.107	0.114	0.145	0.166	0.168	0.022	0.026	0.058	0.109	0.114	4	136340	40	33.546	Palearctic	0	LC	Non-threatened
15339	Onychomys torridus	Rodentia	0.175396375	-0.002391	0.001	0.005	0.081	0.313	0.44	0	0.001	-0.001	-0.003	-0.003	0.196	0.219	0.334	0.623	0.727	-0.001	-0.001	0	0	0.001	2	768716	30.5	21.91	Nearctic	0	LC	Non-threatened
42591	Heterogeomys lanius	Rodentia	0	0	0.001	0.001	0.004	0.024	0.034	0	0	-0.001	-0.001	-0.002											1	89	37.664	31.175	Neotropic	1	CR	Threatened
39805	Presbytis percura	Primates	0	0	0.002	0.008	0.068	0.114	0.121	-0.001	-0.003	-0.023	-0.023	-0.023											3	21099			Indomalayan	0	CR	Threatened
21526	Taterillus lacustris	Rodentia	0	0	0	0.001	0.005	0.029	0.049	0	-0.001	-0.001	-0.006	-0.01											3	36102	27.236	26.04	Afrotropic	0	LC	Non-threatened
3649	Caluromys philander	Didelphimorphia	0.567702171	-0.020528732	0.005	0.016	0.371	0.96	0.984	-0.001	-0.003	-0.033	-0.007	-0.002	0.299	0.35	0.757	0.98	0.994	-0.005	-0.004	-0.031	0	-0.001	1	3723854	23.995	109.825	Neotropic	0	LC	Non-threatened
16732	Petaurus biacensis	Diprotodontia	0.001701404	0	0.006	0.009	0.046	0.135	0.153	-0.002	-0.002	-0.009	-0.025	-0.028	0.232	0.232	0.269	0.407	0.407	-0.02	-0.02	-0.024	-0.032	-0.032	4	2351	16.34	120.325	Australasia	0	LC	Non-threatened
14157	Myotis evotis	Chiroptera	0.183112234	-0.00074037	0.001	0.004	0.043	0.521	0.778	0	0	0	-0.002	-0.002	0.2	0.241	0.563	0.974	0.995	0.001	0	-0.001	0	0	6	3163284	50	44.326	Nearctic	0	LC	Non-threatened
9001	Geocapromys brownii	Rodentia	0	0	0	0	0.002	0.025	0.029	0	0	0	0	0											3	770	120	2.17	Neotropic	1	EN	Threatened
15784	Oxymycterus delator	Rodentia	0.004416791	-9.62788E-05	0.001	0.002	0.011	0.053	0.072	0	-0.001	-0.001	-0.006	-0.006	0.113	0.127	0.22	0.292	0.303	-0.009	-0.008	-0.002	0	-0.002	1	83092	32.145	20.936	Neotropic	0	LC	Non-threatened
43950	Leontocebus lagonotus	Primates	0.83494948	-0.023723344	0.065	0.148	0.684	0.854	0.911	-0.012	-0.024	-0.081	-0.036	-0.012	0.375	0.464	0.733	0.868	0.916	0.002	-0.02	-0.074	-0.017	-0.011	2	201405	148	91	Neotropic	0	LC	Non-threatened
6705	Dipus sagitta	Rodentia	0.42643258	-0.007618826	0.006	0.016	0.18	0.958	0.999	-0.001	-0.002	-0.01	-0.002	0	0.322	0.383	0.756	1	1	0.005	0.003	-0.002	0	0	2	3157573	27.751	37.577	Palearctic	0	LC	Non-threatened
5602	Crocidura grayi	Eulipotyphla	0.136060144	-0.023474055	0.002	0.004	0.055	0.275	0.35	-0.001	-0.001	-0.008	-0.03	-0.041	0.2	0.219	0.327	0.438	0.474	-0.013	0.001	-0.026	-0.034	-0.059	2	38042	26.213	22.295	Indomalayan	0	LC	Non-threatened
160901052	Saguinus niger	Primates	0.685718883	-0.042528695	0.063	0.105	0.44	0.92	0.966	-0.01	-0.013	-0.056	-0.023	-0.009	0.302	0.336	0.582	0.952	0.977	-0.01	-0.013	-0.044	-0.014	-0.003	2	279670	132.62	71	Neotropic	0	VU	Threatened
13936	Murina aenea	Chiroptera	0.257591149	-0.044650593	0.004	0.012	0.122	0.425	0.478	-0.002	-0.004	-0.017	-0.033	-0.008	0.254	0.28	0.395	0.515	0.579	-0.007	-0.011	-0.014	0.004	-0.007	1	200826	84.885	47.187	Indomalayan	0	VU	Threatened
5499	Crateromys australis	Rodentia	0	0	0.002	0.002	0.009	0.04	0.04	-0.001	-0.001	0	0.001	0.002											1	23	36.076	32.393	Indomalayan	0	DD	Data deficient
6686	Dipodomys deserti	Rodentia	0.245831913	-0.001237033	0.001	0.01	0.103	0.432	0.582	0	0.001	-0.001	-0.003	-0.003	0.207	0.232	0.381	0.713	0.859	0	0	0	-0.003	-0.001	1	307995	30.5	20.392	Nearctic	0	LC	Non-threatened
48018502	Praomys tullbergi	Rodentia	0.021789796	-0.009537765	0	0	0.006	0.096	0.154	0	0	-0.001	-0.013	-0.02	0.169	0.198	0.271	0.343	0.349	-0.033	-0.025	-0.005	-0.028	-0.03	2	938375	24	24.958	Afrotropic	0	LC	Non-threatened
136527	Cricetulus tibetanus	Rodentia	0.25167623	-0.018790592	0.015	0.025	0.119	0.428	0.52	-0.003	-0.004	-0.02	-0.038	-0.032	0.282	0.299	0.397	0.618	0.699	-0.007	-0.006	-0.023	-0.012	-0.002	3	47577	24.125	32.724	Palearctic	0	LC	Non-threatened
21134	Surdisorex norae	Eulipotyphla	0.243172952	-0.001950585	0.001	0.001	0.023	0.379	0.421	-0.001	0	-0.002	-0.003	-0.002	0.205	0.231	0.354	0.471	0.502	-0.002	-0.002	-0.001	-0.002	-0.008	1	3076	55.151	48.879	Afrotropic	0	LC	Non-threatened
8825	Galea spixii	Rodentia	0.266940076	-0.019125669	0.004	0.01	0.107	0.453	0.57	-0.001	-0.002	-0.008	-0.025	-0.024	0.219	0.247	0.395	0.659	0.746	-0.003	-0.003	-0.008	-0.01	-0.009	3	1694163	53	42.045	Neotropic	0	LC	Non-threatened
10886	Isthmomys flavidus	Rodentia	0.034403317	-0.016894486	0.003	0.008	0.062	0.189	0.227	0	-0.002	-0.009	-0.028	-0.023	0.231	0.241	0.275	0.347	0.36	-0.028	-0.028	-0.025	-0.047	-0.056	1	6511	33.776	28.826	Neotropic	1	NT	Non-threatened
46205572	Drymoreomys albimaculatus	Rodentia	0.083637416	-0.001672748	0	0	0.014	0.177	0.307	0	0	-0.002	-0.006	-0.007	0.169	0.198	0.342	0.525	0.586	-0.003	-0.004	-0.004	0	0	2	141683			Neotropic	1	NT	Non-threatened
41536	Saimiri boliviensis	Primates	0.666707897	-0.022077652	0.027	0.062	0.531	0.978	0.995	-0.004	-0.008	-0.055	-0.004	-0.001	0.334	0.395	0.75	0.99	0.998	-0.012	-0.021	-0.021	-0.001	0	2	1382484	162.545	177	Neotropic	0	LC	Non-threatened
21175	Sus cebifrons	Cetartiodactyla	0.040395359	-0.027932961	0.005	0.008	0.042	0.166	0.203	-0.001	-0.001	-0.004	-0.011	-0.018	0.146	0.168	0.2	0.215	0.218	-0.014	-0.033	-0.03	-0.017	-0.016	2	2327	121.702	105.85	Indomalayan	0	CR	Threatened
20389	Sorex sinalis	Eulipotyphla	0.104764191	-0.000913883	0.002	0.004	0.061	0.259	0.416	-0.001	-0.001	-0.002	-0.002	-0.002	0.226	0.247	0.405	0.607	0.638	-0.002	-0.002	0	0	-0.001	1	108329	21	25	Palearctic	0	DD	Data deficient
9106	Gerbillus aquilus	Rodentia	0.359707217	-0.004341488	0.025	0.046	0.204	0.477	0.551	0	0	-0.014	-0.006	-0.016	0.268	0.289	0.392	0.573	0.621	0	0	0.011	-0.015	-0.023	2	561098	23.238	26.272	Palearctic	0	LC	Non-threatened
10755	Ia io	Chiroptera	0.033677994	-0.004952121	0	0.001	0.021	0.126	0.196	0	0	-0.002	-0.014	-0.019	0.214	0.238	0.351	0.623	0.66	0	-0.001	0.002	-0.015	-0.02	3	1512887	93.171	48.753	Indomalayan	0	NT	Non-threatened
205911038	Trachypithecus selangorensis	Primates	0.005983211	-0.002277192	0	0	0.001	0.03	0.052	0	0	-0.001	-0.012	-0.01	0.117	0.128	0.17	0.191	0.195	-0.031	-0.026	-0.028	-0.033	-0.033	2	22396			Indomalayan	0	NT	Non-threatened
136431	Melomys arcium	Rodentia	0	0	0.202	0.202	0.203	0.212	0.217	-0.027	-0.027	-0.028	-0.028	-0.028												276	34.933	20	Australasia	0	DD	Data deficient
